log_id,raw_log
2076,"20260424T053849;SERVICE_ACCOUNT;svc -backup@infra.example.internal;kubectl/v1.29.3;postgres://reporting.example.internal:5432/sales;35.7029;139.6087;192.168.122.86;Declined by policy;denied"
2077,"11-02-2026 20:30;USER;sneha.fernandes@corp.example.com;MobileSafari/17.4.1;/reports/weekly;35.7121526 N;139.6842262 E;192.0.2.41;Access declined;FAILED"
2078,"2026-03-30T12:22:54Z Service Account svc-billing-sync@infra.example.internal had an expired session token for /opt/app/config/settings.yaml via kubectl/v1.29.3 from 172.24.82.61 (loc: 18.5285, 73.8074) - 401 Unauthorized"
2079,"2026-01-27T06:38:32.789Z | entity=CUSTOMER | email=chen.b.kulkarni@example.com | action=""Resource not found"" | resource=/account | tool=Chrome/124.0.6367.91 | src_ip=203.0.113.254 | lat=40.7434 | lon=-73.9888 | result=404"
2080,"172.27.101.243 - - [09/Apr/2026:23:16:01 +0530] ""GET /admin/billing/export HTTP/1.1"" 401 17466 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" entity=ADMIN user=<arjun.mensah@corp.example.com> lat=19.04481 lon=72.92052 msg=""Token expired"""
2081,"2026-04-07T21:37:14+05:30 | type=customer | user=liam.desai21@customers.example.net | event=Access denied | resource=https://shop.example.org/returns/16717 | agent=Edge/124.0.2478.67 | client_ip=203.0.113.53 | lat=19.1181 | lng=72.8599 | status=403"
2082,"2026-03-04T09:45:31.497Z | entity_type=ADMIN | email=kenji_iyer@hq.example.net | action=""Request allowed"" | url=https://admin.corp.example.com/admin/audit | client=Safari/17.4.1 | src_ip=2001:0db8:af43:8790:dc1d:c784:94cd:8240 | lat=13.006 | lon=77.612 | status=200"
2083,"Apr  8 20:49:10 sso02 audit[7146]: {""entity_type"": ""user"", ""email"": ""kenji3839@example.com"", ""res"": ""/home?id=4695"", ""ip"": ""::ffff:192.0.2.103"", ""latitude"": 18.510, ""longitude"": 73.896, ""event"": ""authentication failed"", ""result"": ""FAILED""}"
2084,"2026-04-12 05:06:26 | type=user | user=vikram.zhang73@corp.example.com | action=Unauthorized attempt | resource=/dashboard?id=2935 | tool=Safari/17.4.1 | src_ip=::ffff:192.0.2.249 | lon=103.770194 | status=403"
2085,"<38>1 2026-02-23T06:32:11.486Z sso02 authd 1654 AUTH - {""entity"": ""user"", ""principal"": ""anita.zhang@corp.example.com"", ""resource"": ""/reports/weekly"", ""client"": ""Firefox/125.0"", ""src_ip"": ""198.51.100.201"", ""geo"": {""lat"": 51.5236, ""lng"": -0.1681}, ""msg"": ""resource not found"", ""http_status"": 404}"
2086,"192.0.2.200:25520 - - [2026-04-05T09:25:46+00:00] ""POST https://api.example.com/api/v2/shipments?status=in_transit HTTP/1.1"" 401 9062 ""-"" ""okhttp/4.12.0"" type=API_CLIENT user=<integration.bluefin@partners.example.net> loc=POINT(-0.146 51.555) msg=""Unauthorized"""
2087,"02/03/2026 06:00:56 AM - API Client api-client-0214@partners.example.net was allowed to access https://api.example.com/api/v2/shipments?status=in_transit via insomnia/8.6.1 from 198.51.100.158 at lon 73.8130 [success]"
2088,"2001:db8:6374:2572::252e - - [2026-05-03T06:45:24-05:00] ""GET https://portal.corp.example.com/reports/q2 HTTP/2.0"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" entity=User user=<zara.iyer@corp.example.com> msg=""Request allowed"""
2089,"Jun 26 11:23:54 api-gw01 haproxy[5368]: {""entity"": ""user"", ""principal"": ""INGRID.KULKARNI@EU.CORP.EXAMPLE.COM"", ""target"": ""https://portal.corp.example.com:8443/timesheets"", ""tool"": ""Chrome/124.0.6367.91"", ""ip"": ""2001:db8:b2f0:9396::19fe"", ""geo"": {""lat"": 12.927052, ""lng"": 77.631534}, ""msg"": ""request permitted"", ""outcome"": ""success""}"
2090,"<134>1 2026-06-13T05:37:15.952Z vpn01 haproxy 5542 ACCESS - {""principal_type"":""intern"",""email"":""amara.haddad@example.co.uk"",""target"":""https://portal.corp.example.com/profile/settings"",""tool"":""MobileSafari/17.4.1"",""remote_addr"":""192.0.2.203"",""geo"":{""lat"":40.6761,""lng"":-74.0475},""msg"":""allowed"",""http_status"":200}"
2091,"2026-04-18T05:41:43Z | entity=API Client | principal=<api-client-4503@partners.example.net> | event=""Authenticated successfully"" | resource=/api/v2/invoices?status=open&page=14 | tool=python-requests/2.31.0 | ip=192.0.2.35 | lat=-23.5708 | lon=-46.6503 | result=OK"
2092,"2026-03-28 11:56:05 | entity=user | user=amara.fernandes@example.gov.in | event=""Request allowed"" | url=/documents/policies | tool=Edge/124.0.2478.67 | ip=198.51.100.248 | lat=12.9932396 | lng=77.5898209 | status=200"
2093,"2026-03-24T04:49:18Z | type=user | principal=<grace-kulkarni@eu.corp.example.com> | event=""Access denied"" | url=https://portal.corp.example.com/wiki/Onboarding | agent=Safari/17.4.1 | ip=192.0.2.213 | lat=19°04'03.7""N | lon=72°55'37.2""E | outcome=FAILED"
2094,"<86>1 2026-05-09T09:31:15.664Z auth-gw01 audit 7843 AUDIT - {""entity_type"": ""user"", ""user"": ""lucas.novak@corp.example.com"", ""res"": ""https://portal.corp.example.com:8443/projects/alpha"", ""client"": ""Chrome/124.0.6367.91"", ""remote_addr"": ""192.0.2.241"", ""latitude"": 19.1116, ""longitude"": 72.8382, ""event"": ""allowed"", ""result"": ""SUCCESS""}"
2095,"198.51.100.251 - - [29/Mar/2026:10:09:57 +0300] ""POST https://portal.corp.example.com/reports/weekly HTTP/2.0"" 403 42760 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" type=User user=<hiro.ivanova@corp.example.com> lat=-1.2780 lon=36.8210 msg=""Access denied: insufficient privileges"""
2096,"<134>1 2026-05-27T12:43:50.583Z auth-gw01 audit 3293 ACCESS - {""principal_type"":""customer"",""user"":""aisha.b.rossi@mail.example.co.uk"",""res"":""/wishlist"",""tool"":""Chrome/123.0.6312.122"",""remote_addr"":""198.51.100.201"",""latitude"":19.1141,""longitude"":72.8406,""msg"":""permitted"",""status"":""ALLOWED""}"
2097,"2026-04-15T20:57:31.802Z | entity=USER | user=wei.garcia@example.gov.in | event=""access granted"" | resource=https://portal.corp.example.com/reports/q2?id=4145 | client_ip=203.0.113.169 | lat= | lon=N/A | status=OK"
2098,"2026-01-07 13:26:20 | type=SERVICE_ACCOUNT | user=ci-runner-16@build.example.internal | action=""Authentication failed"" | resource=s3://prod-backups/daily/2026-02-08/ | tool=Ansible 2.16.4 | ip=2001:0db8:02ed:2a4c:6da0:998f:9af1:0a46 | lat=18°30'45.4""N | lon=73°51'41.0""E | result=401"
2099,"<110>1 2026-03-29T14:19:19.465Z auth-gw02 gatekeeper 2851 ACCESS - {""entity_type"":""user"",""principal"":""zara_rao@mail.example.org"",""resource"":""https://portal.corp.example.com/documents/policies?id=3610"",""user_agent"":""Safari/17.4.1"",""src_ip"":""2001:db8:31af:b879::d190"",""geo"":{""lat"":-33.8340,""lng"":151.1841},""msg"":""allowed"",""result"":""PASS""}"
2100,"2026-06-01T20:30:54Z | entity=USER | email=wei.dlamini30@example.co.uk | action=""Session timeout"" | resource=https://portal.corp.example.com/payslips?id=6282 | tool=Safari/17.4.1 | client_ip=192.168.209.108 | lat=64.16709 | lng=-21.91257"
2101,"<134>1 2026-04-22T00:13:33.530Z fw01 guard 4792 AUTH - {""level"":""warn"",""entity"":""user"",""principal"":""isabela.rao@corp.example.com"",""target"":""https://portal.corp.example.com/payslips?id=4123"",""tool"":""MobileSafari/17.4.1"",""remote_addr"":""2001:db8:12xy::8a"",""geo"":{""lat"":19.1016035,""lng"":72.8326070},""event"":""access granted"",""result"":""SUCCESS""}"
2102,"[01/Mar/2026:02:15:16 +0300] [ALLOWED] API Client api-client-8082@partners.example.net connecting from 2001:db8:59cd:78c5::7736 with insomnia/8.6.1 located (-1.324, 36.859) was allowed to access /api/v2/search?q=annual%20report%202025."
2103,"2026-03-05T04:39:46Z | entity_type=CUSTOMER | email=vikram.patel47@example.com | action=""Request allowed"" | agent=Firefox/124.0.2 | ip=172.31.158.102 | lat=-22.9289 | lon=-43.2010 | status=ALLOWED"
2104,"10.187.22.31 - ci-runner-17@build.example.internal [2026-02-09 05:01:33.425] ""POST https://artifacts.example.internal/releases/9.11.8.23/app-9.11.8.23.zip HTTP/2.0"" 200 14658 ""https://portal.corp.example.com/login"" ""aws-cli/2.15.0"" type=Service Account loc=POINT(103.833678 1.390170) msg=""Request allowed"""
2105,"Apr  1 08:00:00 k8s-api01 audit[1]: {""entity"":""user"",""user"":""liam.smith@corp.example.com"",""resource"":""https://k8s.example.internal:6443/api/v1/namespaces/prod/secrets"",""src_ip"":""192.168.70.5"",""msg"":""forbidden"",""status"":403}"
2106,"2026-02-08 07:02:15 | entity_type=CUSTOMER | email=lucas-murphy@example.com | action=""Authenticated successfully"" | resource=https://shop.example.org/checkout | tool=Safari/17.4.1 | ip=192.168.12.42 | lat=-22.912 | lon=-43.196 | status=302"
2107,"192.168.98.235 - - [2026-03-07 02:24:07.565] ""PUT https://vault.corp.example.com/secrets/staging HTTP/1.1"" 201 1225 ""-"" ""psql/16.2"" role=SERVICE_ACCOUNT user=<svc-backup@infra.example.internal> msg=""Access granted"""
2108,"192.168.28.96:57331 - - [2026-04-03 09:19:12.183] ""POST /profile/settings HTTP/1.1"" 200 21950 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" type=User user=<KAVYA.IYER@EXAMPLE.COM> loc=POINT(72.841 19.046) msg=""Session started"""
2109,"[09/May/2026:01:58:51 +0800] User <zzhang@mail.example.org> was allowed to access /profile/settings from 203.0.113.6 using Firefox/125.0, location at 1°23'14.6""N 103°49'01.6""E, result SUCCESS"
2110,"2026-03-02 15:38:01 | type=customer | email=chen.mensah@shop.example.org | action=""Token expired"" | url=/wishlist | client=Firefox/125.0 | ip=172.16.148.128 | lat=1.3492 | lon=103.7846 | result=EXPIRED"
2111,"[17/Jan/2026:15:42:30 +0900] Bot bot-monitor@infra.example.internal was granted access to http://10.20.0.23:8080/actuator/health via kube-probe/1.29 from 192.168.167.202 at 35°42'16.2""N 139°37'15.2""E"
2112,"2/18/2026 9:49 AM;GUEST;;Edge/124.0.2478.67;https://portal.corp.example.com:8443/reports/q2?id=6830;1.32187;103.83381;192.0.2.30;Access declined;BLOCKED"
2113,"Mar 27 08:27:57 vpn01 openvpn[7957]: {""entity_type"":""service_account"",""principal"":""svc-reporting@infra.example.internal"",""resource"":""s3://analytics-raw/events/dt=2026-02-21/part-26455.snappy.parquet"",""user_agent"":null,""ip"":""172.31.180.72"",""latitude"":1.302411,""longitude"":103.837351,""msg"":""forbidden"",""http_status"":403}"
2114,"198.51.100.254 - kwame_desai@corp.example.com [26/May/2026:07:07:40 +0530] ""GET https://portal.corp.example.com/leave/apply HTTP/1.1"" 200 30 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" type=User loc=POINT(73.81799 18.48473) msg=""Request allowed"""
2115,"203.0.113.86 - efernandes@corp.example.com [17/May/2026:11:37:50 +0000] ""GET https://admin.corp.example.com:8443/iam/roles HTTP/1.1"" 200 33885 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" role=Admin loc=POINT(-0.17616 51.47235) msg=""Request allowed"""
2116,"Mar  7 21:44:53 sso02 gatekeeper[4231]: {""entity_type"":""api_client"",""principal"":""api-client-4859@partners.example.net"",""resource"":""https://api.example.com/api/v2/shipments?status=in_transit"",""tool"":""curl/8.4.0"",""remote_addr"":""203.0.113.158"",""latitude"":64.19327,""longitude"":-21.95559,""msg"":""allowed"",""status"":200}"
2117,"1/4/2026 10:47 PM;CUSTOMER;OLIVIA.IVANOVA31@MAIL.EXAMPLE.CO.UK;Firefox/124.0.2;https://shop.example.org/orders/7403;;;192.168.245.83;LOGIN FAILED;failed"
2118,"198.51.100.26 - - [2026-03-01T01:37:23+05:30] ""POST /members/downloads HTTP/1.1"" - 19988 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" role=Guest user=<visitor.5651@guest.example.org> lat=19.0464 lon=72.8614 msg=""Forbidden"""
2119,"2026-05-26T02:49:30+05:30 | tool=Firefox/125.0 | ip=192.168.208.252 | entity=user | action=""Password reset requested"" | email=osharma@example.co.uk | resource=https://portal.corp.example.com/profile/settings?id=5131 | status=202"
2120,"05-05-2026 16:08;GUEST;visitor.7293@guest.example.org;Safari/17.4.1;https://portal.corp.example.com/payslips;13°00'52.6""N;77°35'16.8""E;10.45.175.185;Access declined;"
2121,"2026-05-13T22:51:52.919+00:00 | entity_type=Guest | user=guest_2055@example.com | action=""Login successful"" | url=/catalog/items/67121 | tool=Firefox/125.0 | src_ip=192.168.143.201 | lat=51.53984 | lon=-0.14375 | status=FAILD"
2122,"2026-04-02T10:00:00Z | entity=USER | email=noah.wilson@corp.example.com | action=""Access granted"" | resource=https://portal.corp.example.com/home | tool=Chrome/124.0.6367.91 | ip=198.51.100.44 | lat=0.0000 | lon=0.0000 | status=SUCCESS"
2123,"May 21 08:04:52 fw01 openvpn[4814]: {""entity"": ""service-account"", ""user"": ""ci-runner-03@build.example.internal"", ""resource"": ""s3://prod-backups/daily/2026-04-08/"", ""ip"": ""172.16.186.179"", ""latitude"": 51.5251, ""longitude"": -0.1629, ""event"": ""token expired"", ""status"": ""EXPIRED""}"
2124,"2026-05-14T17:09:24Z [ADMIN] anonymous attempted unauthorized access to https://admin.corp.example.com/admin/audit from 2001:db8:54ed:b8b7::412f using Edge/124.0.2478.67, location [N19.080061 E72.841108], result DENIED"
2125,"<38>1 2026-04-31T22:46:37.030Z api-gw01 audit 2927 AUTH - {""level"": ""info"", ""entity"": ""user"", ""principal"": ""ykulkarni@corp.example.com"", ""res"": ""/home"", ""tool"": ""Firefox/124.0.2"", ""src_ip"": ""198.51.100.136"", ""action"": ""authentication succeeded"", ""status"": 302}"
2126,"3/15/2026 10:28 AM;USER;yuki-sato@corp.example.com;;/projects/alpha;51.459810;-0.124092;198.51.100.108;Access granted;OK"
2127,"Mar 16 01:53:32 fw01 gatekeeper[1770]: {""principal_type"": ""api_client"", ""user"": ""api-client-1582@partners.example.net"", ""target"": ""/api/v2/orders/52693?expand=items"", ""tool"": ""okhttp/4.12.0"", ""ip"": ""192.0.2.125"", ""geo"": null, ""msg"": ""permitted"", ""result"": ""PASS""}"
2128,"Apr 30 00:37:21 k8s-api01 audit[4134]: {""level"": ""notice"", ""entity"": ""customer"", ""user"": ""sofia.tanaka+ops@example.com"", ""resource"": ""https://shop.example.org/account"", ""user_agent"": ""Safari/17.4.1"", ""src_ip"": ""203.0.113.156"", ""geo"": {""lat"": 51.550286, ""lng"": -0.164993}, ""msg"": ""access denied"", ""http_status"": 403}"
2129,"[08/Jun/2026:17:04:04 +0900] [OK] Bot bot-monitor@infra.example.internal connecting from 2001:db8:4301:3128::342d with Prometheus/2.51.1 located (35.704, 139.656) requested a password reset for /healthz."
2130,"[01/Jun/2026:14:39:08 +0800] [SUCCESS] Customer <omar_santos@customers.example.net> connecting from 172.30.68.197 with Edge/124.0.2478.67 located (loc: 1.3061, 103.8302) authenticated successfully to https://shop.example.org/orders/29858."
2131,"1775778522|entity=SERVICE_ACCOUNT|action=""Access granted""|url=\\nas02\finance\reports\Q4\|tool=Boto3/1.34.69|client_ip=10.120.72.144|lat=-1.2611879|lon=36.7901639|status=200"
2132,"[10/May/2026:11:10:07 +1000] User chen.rao@mail.example.org was granted access to /wiki/Onboarding?id=9596 from 2001:db8:e749:8522::b6e6 using Safari/17.4.1, location (loc: -33.8634, 151.2283), result 200 OK"
2133,"21-01-2026 23:36;CUSTOMER;ingrid.desai@example.com;MobileSafari/17.4.1;/wishlist;;;192.168.232.249;Login attempt rejected;FAILED"
2134,"2026-06-12T09:28:21.304-05:00 | entity=CUSTOMER | email=mateo.dlamini@mail.example.co.uk | action=""Authenticated successfully"" | resource=https://shop.example.org/wishlist | agent=Chrome/123.0.6312.122 | client_ip=172.18.185.191 | lat=40.7217 | lon=-73.9791 | result=OK"
2135,"2026-04-18T01:43:35Z | entity_type=USER | user=<rahul.garcia25@eu.corp.example.com> | action=Permission granted | resource=D:\Backups\SQL\prod_2026-02-15.bak | client=Chrome/123.0.6312.122 | ip=203.0.113.158 | lat=-33.897222 | lng=151.173309 | status=ALLOWED"
2136,"10.235.150.238:29963 - - [03/May/2026:20:50:55 -0500] ""POST /documents/policies HTTP/1.1"" 200 10338 ""https://sso.example.com/login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" role=USER user=<@corp.example.com> geo=40.7053,-74.0354 msg=""Request allowed"""
2137,"2026-03-19T01:20:31Z | entity=ADMIN | email=kwame_menon@hq.example.net | event=Authenticated successfully | resource=/admin/payroll/export | tool=Firefox/125.0 | ip=192.0.2.15 | latitude=1.39148 | longitude= | status=SUCCESS"
2138,"Mar 27 17:43:23 k8s-api01 gatekeeper[647]: {""entity"": ""api_client"", ""email"": ""api-client-6456@partners.example.net"", ""resource"": ""/api/v2/shipments?status=in_transit"", ""tool"": ""PostmanRuntime/7.37.0"", ""src_ip"": ""2001:0db8:c4e9:d54f:2047:bd37:1917:3241"", ""geo"": {""lat"": 13.0153, ""lng"": 77.6198}, ""msg"": ""permitted"", ""status"": ""PASS""}"
2139,"05/18/2026 11:28:04 PM - anonymous was refused access to https://shop.example.org/cart via MobileSafari/17.4.1 from 172.22.116.21 (40.69, -73.97) - 403 Forbidden"
2140,"Apr  8 09:49:47 api-gw01 authd[8572]: {""entity_type"":""api-client"",""principal"":""api-client-3921@partners.example.net"",""resource"":""ftp://files.example.net/export/q4%20final.csv"",""tool"":""Go-http-client/1.1"",""ip"":""203.0.113.140"",""location"":""35.6289,139.6278"",""event"":""forbidden"",""http_status"":403}"
2141,"03-01-2026 17:25:30;USER;priya.silva@example.co.uk;Firefox/125.0;https://portal.corp.example.com/calendar#section-3;19.0382337;72.8608625;192.168.15.69;Request blocked;REJECTED"
2142,"2001:db8::4f70 - - [2026-06-22 06:46:53.438] ""POST https://api.example.com/api/v2/orders/93057?expand=items HTTP/1.1"" 401 36201 ""-"" ""insomnia/8.6.1"" type=API_CLIENT user=<api-client-0028@partners.example.net> loc=POINT(77.6202 12.9969) msg=""Login failed"""
2143,"2026-05-10T17:49:41+05:30|entity=Service Account|user=ci-runner-07@build.example.internal|event=""ACCESS GRANTED""|resource=postgres://billing.example.internal:5432/ledger?sslmode=require|tool=aws-cli/2.15.0|ip=2001:0db8:9825:3c0d:2656:45b4:d1e8:34e2|lat=19.07719|lon=72.91198|status=OK"
2144,"172.30.215.245:34535 - svc-backup@infra.example.internal [2026-02-25T20:14:50+05:30] ""-"" 403 18212 ""https://sso.example.com/login"" ""Ansible 2.16.4"" role=Service Account lat=19.10369 lon=72.84574 msg=""Blocked by WAF policy"""
2145,"Jun 19 01:37:28 lb01 authd[4222]: {""resource"": ""/payslips"", ""tool"": ""Firefox/125.0"", ""src_ip"": ""2001:0db8:b2da:91e2:984a:66b3:1c3a:2a9d"", ""geo"": {""lat"": 35.6989, ""lng"": 139.6093}, ""msg"": ""permitted"", ""status"": 200}"
2146,"02/09/2026 04:43:14 PM - User aisha.murphy@example.com authenticated successfully to /reports/q1 from 198.51.100.59, location at lat 13.0167 lon 77.5910, result OK"
2147,"2026-06-14T19:14:48+05:30 | entity=USER | user=wsantos@corp.example.com | action=Request allowed | tool=Chrome/123.0.6312.122 | ip=172.16.205.65 | geo=- | outcome=SUCCESS"
2148,"<134>1 2026-04-02T21:19:23.540Z k8s-api01 openvpn 6779 AUTH - {""entity"":""user"",""res"":""https://portal.corp.example.com/projects/alpha?id=6201"",""client"":""Edge/124.0.2478.67"",""src_ip"":""203.0.113.179"",""latitude"":35.6652,""longitude"":139.6901,""msg"":""permission denied"",""status"":""FAILED""}"
